Program Name,Program Author,Program Description,Program Short Description,Program Length,Program Level,Program Equipment,Days Per Week,Mesocycle Name,Mesocycle Description,Mesocycle Order,Microcycle Name,Microcycle Description,Microcycle Order,Workout Name,Workout Day,Workout Notes,Superset,Exercise Name,Exercise Description,Sets,Set Type,Target Repetitions,Target Min Repetitions,Target Max Repetitions,Target Weight (lbs),Target Weight (kg),Weight Increment (lbs),Weight Increment (kg),Target RPE,Target RIR,Percentage of 1RM,Progression Scheme ID
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Stiff Leg Deadlift,"Brace your lats, high hips",2,1,6,6,8,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Barbell Hip Thrust,Chin and ribs tucked,2,1,12,12,15,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Dumbbell 45° Hyperextension,"Rounded upper back, extend your hips",2,1,15,15,20,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Eccentric-Accentuated Lying Leg Curl,3 second lowering phase,2,1,8,8,10,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Machine Seated Hip Abduction,Externally rotate your hips,2,1,25,25,30,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 1 - Block 2 - M2,1,,,Russian Twist,Rotate your torso,2,1,20,20,,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Seated Dumbbell Shoulder Press,Use a full ROM,3,1,4,4,6,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Pronated Pulldown,Pull with your elbows down and in,3,1,6,6,8,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Dumbbell Incline Press,Shoulder blades back and down,2,1,10,10,12,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Chest-Supported T-Bar Row,Focus on retracting/protracting your scapulae,2,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Dumbbell Skull Crusher,Keep your elbows in a fixed position,2,1,8,8,12,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,2,,,Hammer Curl,Focus on squeezing your biceps,2,1,10,10,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,3,,A1,Cable Lateral Raise,Focus on squeezing your delts,3,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,3,,A2,High-To-Low Face Pull,Pull your elbows up and out (rest 1min after superset),3,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Sumo Deadlift,,2,1,6,6,,,,,,,,75,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Deficit Curtsy Lunge,"Elevate 3 5, stretch your glutes",2,1,10,10,12,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Knee-Banded Machine Hip Thrust,Drive your knees out,2,1,50,50,,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Swiss Ball Leg Curl,Focus on squeezing your hamstrings,2,1,8,8,12,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Machine Glute Kickdown,Focus on squeezing your glutes,2,1,15,15,20,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Lateral Band Walk,Externally rotate your hips,2,1,25,25,30,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 2 - Block 2 - M2,3,,,Machine Standing Calf Raise,Press all the way up to your toes,3,1,10,10,12,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Close-Grip Bench Press,,3,1,5,5,,,,,,,,80,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Single-Arm Pulldown,Pull with your elbows down and in,3,1,10,10,12,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Machine Shoulder Press,Use a full ROM,2,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Hammer Strength Machine Row,Pull with your elbows out,2,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Reverse Pec Dec,Keep your scapulae protracted,3,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 2 - Block 2 - M2,4,,,Prone Trap Raise,Pull your elbows up and out,3,1,15,15,20,,,,,10,0,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,3,,A1,Dumbbell Lateral Raise,Constant Tension. Focus on squeezing your delts,3,1,20,20,25,,,,,10,0,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,UPPER 1 - Block 2 - M2,3,,A2,Dumbbell Front Raise,Focus on squeezing your delts (rest 1min after superset),3,1,15,15,20,,,,,10,0,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Back Squat,,2,1,8,8,,,,,,,,70,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Dumbbell 45° Hyperextension,"Rounded upper back, extend your hips",2,1,20,20,25,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Pause Barbell Hip Thrust,3 second pause,2,1,10,10,12,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Cable Pull-Through,Stretch your glutes,2,1,20,20,25,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Seated Leg Curl,Focus on squeezing your hamstrings,2,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,A1,Knee-Banded Glute Bridge,Focus on getting a big glute pump (rest 1min after superset),2,1,30,30,30,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,A1,Banded Hip Abduction,Focus on getting a big glute pump (rest 1min after superset),2,1,30,30,30,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 2,,2,LOWER 3 - Block 2 - M2,5,,,Hanging Leg Raise,Focus on flexing your spine,2,1,6,6,8,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Back Squat,,2,1,4,4,,,,,,,,80,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Stiff Leg Deadlift,"Brace your lats, high hips",2,1,6,6,8,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Barbell Hip Thrust,Chin and ribs tucked,2,1,12,12,15,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Dumbbell 45° Hyperextension,"Rounded upper back, extend your hips",2,1,15,15,20,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Eccentric-Accentuated Lying Leg Curl,3 second lowering phase,2,1,8,8,10,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Machine Seated Hip Abduction,Externally rotate your hips,2,1,25,25,30,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,LOWER 1 - Block 2 - M3,1,,,Russian Twist,Rotate your torso,2,1,20,20,,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Seated Dumbbell Shoulder Press,Use a full ROM,3,1,4,4,6,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Pronated Pulldown,Pull with your elbows down and in,3,1,6,6,8,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Dumbbell Incline Press,Shoulder blades back and down,2,1,10,10,12,,,,,8,2,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Chest-Supported T-Bar Row,Focus on retracting/protracting your scapulae,2,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Dumbbell Skull Crusher,Keep your elbows in a fixed position,2,1,8,8,12,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,2,,,Hammer Curl,Focus on squeezing your biceps,2,1,10,10,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,3,,A1,Cable Lateral Raise,Focus on squeezing your delts,3,1,12,12,15,,,,,9,1,,
Women's Specialization Program,"Jeff Nippard, Stephanie Buttermore","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.","A 8-week program for intermediate to advanced lifters focusing on glutes, shoulders, abs, and back hypertrophy. It is composed of two 4-week blocks.",8 Weeks,"Intermediate, Advanced",Full Gym,5,Block 2,Max Effort Phase,2,Week 3,,3,UPPER 1 - Block 2 - M3,3,,A2,High-To-Low Face Pull,Pull your elbows up and out (rest 1min after superset),3,1,12,12,15,,,,,9,1,,
